"","PurchaseOrder","PurchaseOrderCreationDate","VendorKey","PlantKey","MaterialKey","MaterialPlantKey","PurchaseOrderQuantity","PlannedGoodsReceiptDate","ActualGoodsReceiptDate","PlannedArrivalDateYard","ActualArrivalDateYard","PlannedVendorShipmentDate","ActualVendorShipmentDate"
"14584",4500014584,2023-12-10,1001,4,2,20004,81,2024-01-02,2023-12-28,2023-12-31,2023-12-31,2023-12-30,2023-12-30
"14585",4500014585,2023-07-01,1001,4,1,10004,68,2023-07-24,2023-07-24,2023-07-22,2023-07-22,2023-07-21,2023-07-21
"14586",4500014586,2022-06-06,1001,4,1,10004,77,2022-06-29,2022-06-29,2022-06-27,2022-06-27,2022-06-26,2022-06-26
"14587",4500014587,2022-11-11,1001,4,2,20004,83,2022-12-04,2022-12-06,2022-12-02,2022-12-04,2022-12-01,2022-12-03
"14588",4500014588,2022-06-04,1002,8,1,10008,75,2022-06-28,2022-06-23,2022-06-26,2022-06-26,2022-06-24,2022-06-24
"14589",4500014589,2024-02-13,1002,8,1,10008,85,2024-03-08,2024-03-07,2024-03-06,2024-03-06,2024-03-04,2024-03-04
"14590",4500014590,2022-03-30,1001,4,1,10004,75,2022-04-22,2022-04-21,2022-04-20,2022-04-20,2022-04-19,2022-04-19
"14591",4500014591,2023-08-26,1001,4,1,10004,82,2023-09-18,2023-09-13,2023-09-16,2023-09-16,2023-09-15,2023-09-15
"14592",4500014592,2024-06-19,1002,8,1,10008,80,2024-07-13,2024-07-12,2024-07-11,2024-07-11,2024-07-09,2024-07-09
"14593",4500014593,2022-09-19,1001,4,2,20004,84,2022-10-12,2022-10-12,2022-10-10,2022-10-10,2022-10-09,2022-10-09
"14594",4500014594,2024-09-03,1003,6,1,10006,82,2024-09-26,2024-09-26,2024-09-24,2024-09-24,2024-09-23,2024-09-23
"14595",4500014595,2023-05-18,1001,4,2,20004,80,2023-06-10,2023-06-22,2023-06-08,2023-06-20,2023-06-07,2023-06-19
"14596",4500014596,2024-03-13,1003,6,1,10006,73,2024-04-05,2024-04-05,2024-04-03,2024-04-03,2024-04-02,2024-04-02
"14597",4500014597,2024-02-22,1001,4,1,10004,79,2024-03-16,2024-03-14,2024-03-14,2024-03-14,2024-03-13,2024-03-13
"14598",4500014598,2022-10-05,1002,5,1,10005,80,2022-10-28,2022-10-28,2022-10-26,2022-10-26,2022-10-25,2022-10-25
"14599",4500014599,2022-08-01,1003,6,1,10006,71,2022-08-24,2022-08-24,2022-08-22,2022-08-22,2022-08-21,2022-08-21
"14600",4500014600,2024-06-27,1002,5,2,20005,76,2024-07-20,2024-07-17,2024-07-18,2024-07-18,2024-07-17,2024-07-17
"14601",4500014601,2024-01-26,1002,5,1,10005,81,2024-02-18,2024-02-14,2024-02-16,2024-02-16,2024-02-15,2024-02-15
"14602",4500014602,2024-01-05,1002,5,1,10005,87,2024-01-28,2024-01-28,2024-01-26,2024-01-26,2024-01-25,2024-01-25
"14603",4500014603,2022-08-19,1001,4,1,10004,81,2022-09-11,2022-09-08,2022-09-09,2022-09-09,2022-09-08,2022-09-08
"14604",4500014604,2022-12-27,1002,5,1,10005,82,2023-01-19,2023-01-16,2023-01-17,2023-01-17,2023-01-16,2023-01-16
"14605",4500014605,2023-12-20,1003,6,1,10006,74,2024-01-12,2024-01-11,2024-01-10,2024-01-10,2024-01-09,2024-01-09
"14606",4500014606,2024-07-20,1003,6,1,10006,68,2024-08-12,2024-08-09,2024-08-10,2024-08-10,2024-08-09,2024-08-09
"14607",4500014607,2023-09-24,1001,4,1,10004,72,2023-10-17,2023-10-12,2023-10-15,2023-10-15,2023-10-14,2023-10-14
"14608",4500014608,2024-06-12,1003,6,2,20006,85,2024-07-05,2024-07-04,2024-07-03,2024-07-03,2024-07-02,2024-07-02
"14609",4500014609,2022-05-20,1003,6,1,10006,84,2022-06-12,2022-06-09,2022-06-10,2022-06-10,2022-06-09,2022-06-09
"14610",4500014610,2023-09-07,1003,6,1,10006,91,2023-09-30,2023-09-27,2023-09-28,2023-09-28,2023-09-27,2023-09-27
"14611",4500014611,2024-08-06,1002,8,1,10008,68,2024-08-30,2024-08-27,2024-08-28,2024-08-28,2024-08-26,2024-08-26
"14612",4500014612,2024-08-30,1003,6,1,10006,78,2024-09-22,2024-09-25,2024-09-20,2024-09-20,2024-09-19,2024-09-19
"14613",4500014613,2023-08-24,1002,5,2,20005,77,2023-09-16,2023-09-15,2023-09-14,2023-09-14,2023-09-13,2023-09-13
"14614",4500014614,2022-09-18,1002,5,1,10005,73,2022-10-11,2022-10-11,2022-10-09,2022-10-09,2022-10-08,2022-10-08
"14615",4500014615,2021-12-11,1003,6,1,10006,80,2022-01-03,2022-01-17,2022-01-01,2022-01-15,2021-12-31,2021-12-31
"14616",4500014616,2022-04-06,1003,6,1,10006,83,2022-04-29,2022-05-03,2022-04-27,2022-05-01,2022-04-26,2022-04-30
"14617",4500014617,2024-03-17,1001,4,2,20004,76,2024-04-09,2024-04-09,2024-04-07,2024-04-07,2024-04-06,2024-04-06
"14618",4500014618,2022-01-19,1003,6,2,20006,77,2022-02-11,2022-02-08,2022-02-09,2022-02-09,2022-02-08,2022-02-08
"14619",4500014619,2023-06-02,1001,4,1,10004,81,2023-06-25,2023-06-23,2023-06-23,2023-06-23,2023-06-22,2023-06-22
"14620",4500014620,2024-01-02,1001,4,1,10004,85,2024-01-25,2024-01-24,2024-01-23,2024-01-23,2024-01-22,2024-01-22
"14621",4500014621,2023-09-19,1003,6,2,20006,82,2023-10-12,2023-10-09,2023-10-10,2023-10-10,2023-10-09,2023-10-09
"14622",4500014622,2023-12-25,1003,6,1,10006,73,2024-01-17,2024-01-16,2024-01-15,2024-01-15,2024-01-14,2024-01-14
"14623",4500014623,2022-05-17,1003,6,1,10006,68,2022-06-09,2022-06-09,2022-06-07,2022-06-07,2022-06-06,2022-06-06
"14624",4500014624,2023-05-21,1002,8,1,10008,81,2023-06-14,2023-06-14,2023-06-12,2023-06-12,2023-06-10,2023-06-10
"14625",4500014625,2023-02-17,1002,8,1,10008,74,2023-03-13,2023-03-10,2023-03-11,2023-03-11,2023-03-09,2023-03-09
"14626",4500014626,2022-08-15,1002,5,1,10005,87,2022-09-07,2022-09-02,2022-09-05,2022-09-05,2022-09-04,2022-09-04
"14627",4500014627,2023-04-07,1003,6,1,10006,74,2023-04-30,2023-04-30,2023-04-28,2023-04-28,2023-04-27,2023-04-27
"14628",4500014628,2024-11-04,1001,4,1,10004,83,2024-11-27,2024-11-25,2024-11-25,2024-11-25,2024-11-24,2024-11-24
"14629",4500014629,2022-06-23,1002,8,1,10008,79,2022-07-17,2022-07-14,2022-07-15,2022-07-15,2022-07-13,2022-07-13
"14630",4500014630,2023-07-30,1002,5,2,20005,80,2023-08-22,2023-08-22,2023-08-20,2023-08-20,2023-08-19,2023-08-19
"14631",4500014631,2024-06-15,1001,4,1,10004,69,2024-07-08,2024-07-10,2024-07-06,2024-07-06,2024-07-05,2024-07-05
"14632",4500014632,2022-04-23,1001,4,1,10004,76,2022-05-16,2022-05-11,2022-05-14,2022-05-14,2022-05-13,2022-05-13
"14633",4500014633,2022-02-13,1001,4,1,10004,78,2022-03-08,2022-03-04,2022-03-06,2022-03-06,2022-03-05,2022-03-05
"14634",4500014634,2024-05-16,1002,5,1,10005,59,2024-06-08,2024-06-06,2024-06-06,2024-06-06,2024-06-05,2024-06-05
"14635",4500014635,2024-09-01,1003,6,2,20006,79,2024-09-24,2024-09-27,2024-09-22,2024-09-22,2024-09-21,2024-09-21
"14636",4500014636,2023-03-14,1003,6,1,10006,80,2023-04-06,2023-04-03,2023-04-04,2023-04-04,2023-04-03,2023-04-03
"14637",4500014637,2022-11-29,1003,6,1,10006,81,2022-12-22,2022-12-20,2022-12-20,2022-12-20,2022-12-19,2022-12-19
"14638",4500014638,2024-12-06,1002,8,2,20008,85,2024-12-30,2024-12-30,2024-12-28,2024-12-28,2024-12-26,2024-12-26
"14639",4500014639,2023-11-05,1002,8,1,10008,75,2023-11-29,2023-11-27,2023-11-27,2023-11-27,2023-11-25,2023-11-25
"14640",4500014640,2023-08-16,1001,4,2,20004,82,2023-09-08,2023-09-08,2023-09-06,2023-09-06,2023-09-05,2023-09-05
"14641",4500014641,2022-07-15,1002,8,1,10008,70,2022-08-08,2022-08-12,2022-08-06,2022-08-10,2022-08-04,2022-08-08
"14642",4500014642,2022-02-15,1001,4,1,10004,72,2022-03-10,2022-03-09,2022-03-08,2022-03-08,2022-03-07,2022-03-07
"14643",4500014643,2021-12-11,1002,8,1,10008,88,2022-01-04,2022-01-03,2022-01-02,2022-01-02,2021-12-31,2021-12-31
"14644",4500014644,2022-06-20,1001,4,1,10004,74,2022-07-13,2022-07-13,2022-07-11,2022-07-11,2022-07-10,2022-07-10
"14645",4500014645,2023-09-01,1001,4,2,20004,72,2023-09-24,2023-09-22,2023-09-22,2023-09-22,2023-09-21,2023-09-21
"14646",4500014646,2024-02-20,1002,5,1,10005,77,2024-03-14,2024-03-11,2024-03-12,2024-03-12,2024-03-11,2024-03-11
"14647",4500014647,2022-04-05,1003,6,1,10006,76,2022-04-28,2022-04-26,2022-04-26,2022-04-26,2022-04-25,2022-04-25
"14648",4500014648,2022-03-05,1002,8,1,10008,74,2022-03-29,2022-03-28,2022-03-27,2022-03-27,2022-03-25,2022-03-25
"14649",4500014649,2023-05-09,1001,4,1,10004,79,2023-06-01,2023-06-01,2023-05-30,2023-05-30,2023-05-29,2023-05-29
"14650",4500014650,2022-03-08,1001,4,1,10004,74,2022-03-31,2022-03-30,2022-03-29,2022-03-29,2022-03-28,2022-03-28
"14651",4500014651,2022-11-11,1003,6,1,10006,84,2022-12-04,2022-12-01,2022-12-02,2022-12-02,2022-12-01,2022-12-01
"14652",4500014652,2023-08-26,1003,6,1,10006,74,2023-09-18,2023-09-20,2023-09-16,2023-09-18,2023-09-15,2023-09-17
"14653",4500014653,2023-04-02,1001,4,1,10004,70,2023-04-25,2023-04-27,2023-04-23,2023-04-25,2023-04-22,2023-04-24
"14654",4500014654,2022-12-27,1002,5,1,10005,70,2023-01-19,2023-01-19,2023-01-17,2023-01-17,2023-01-16,2023-01-16
"14655",4500014655,2023-07-15,1002,5,1,10005,89,2023-08-07,2023-08-02,2023-08-05,2023-08-05,2023-08-04,2023-08-04
"14656",4500014656,2023-09-16,1001,4,1,10004,76,2023-10-09,2023-10-23,2023-10-07,2023-10-21,2023-10-06,2023-10-20
"14657",4500014657,2024-08-10,1002,5,1,10005,80,2024-09-02,2024-08-28,2024-08-31,2024-08-31,2024-08-30,2024-08-30
"14658",4500014658,2022-06-27,1002,5,1,10005,78,2022-07-20,2022-07-20,2022-07-18,2022-07-18,2022-07-17,2022-07-17
"14659",4500014659,2023-03-06,1001,4,1,10004,85,2023-03-29,2023-03-28,2023-03-27,2023-03-27,2023-03-26,2023-03-26
"14660",4500014660,2023-02-14,1001,4,2,20004,82,2023-03-09,2023-03-07,2023-03-07,2023-03-07,2023-03-06,2023-03-06
"14661",4500014661,2023-10-31,1001,4,1,10004,71,2023-11-23,2023-11-22,2023-11-21,2023-11-21,2023-11-20,2023-11-20
"14662",4500014662,2023-04-06,1002,8,1,10008,70,2023-04-30,2023-04-30,2023-04-28,2023-04-28,2023-04-26,2023-04-26
"14663",4500014663,2023-07-26,1003,6,1,10006,64,2023-08-18,2023-08-16,2023-08-16,2023-08-16,2023-08-15,2023-08-15
"14664",4500014664,2024-10-12,1001,4,2,20004,78,2024-11-04,2024-11-04,2024-11-02,2024-11-02,2024-11-01,2024-11-01
"14665",4500014665,2024-10-04,1002,8,1,10008,72,2024-10-28,2024-10-25,2024-10-26,2024-10-26,2024-10-24,2024-10-24
"14666",4500014666,2023-01-11,1001,4,1,10004,77,2023-02-03,2023-02-01,2023-02-01,2023-02-01,2023-01-31,2023-01-31
"14667",4500014667,2024-07-05,1002,8,1,10008,84,2024-07-29,2024-07-26,2024-07-27,2024-07-27,2024-07-25,2024-07-25
"14668",4500014668,2021-12-25,1003,6,2,20006,74,2022-01-17,2022-01-17,2022-01-15,2022-01-15,2022-01-14,2022-01-14
"14669",4500014669,2024-06-20,1001,4,1,10004,79,2024-07-13,2024-07-10,2024-07-11,2024-07-11,2024-07-10,2024-07-10
"14670",4500014670,2022-01-24,1003,6,1,10006,76,2022-02-16,2022-02-14,2022-02-14,2022-02-14,2022-02-13,2022-02-13
"14671",4500014671,2022-10-31,1002,5,1,10005,91,2022-11-23,2022-11-21,2022-11-21,2022-11-21,2022-11-20,2022-11-20
"14672",4500014672,2024-03-30,1002,5,1,10005,88,2024-04-22,2024-04-24,2024-04-20,2024-04-22,2024-04-19,2024-04-21
"14673",4500014673,2023-04-30,1002,8,1,10008,69,2023-05-24,2023-05-24,2023-05-22,2023-05-22,2023-05-20,2023-05-20
"14674",4500014674,2023-09-11,1003,6,1,10006,86,2023-10-04,2023-10-04,2023-10-02,2023-10-02,2023-10-01,2023-10-01
"14675",4500014675,2022-05-27,1003,6,1,10006,74,2022-06-19,2022-06-17,2022-06-17,2022-06-17,2022-06-16,2022-06-16
"14676",4500014676,2023-01-06,1001,4,2,20004,79,2023-01-29,2023-01-26,2023-01-27,2023-01-27,2023-01-26,2023-01-26
"14677",4500014677,2022-09-18,1001,4,2,20004,77,2022-10-11,2022-10-11,2022-10-09,2022-10-09,2022-10-08,2022-10-08
"14678",4500014678,2023-01-21,1003,6,1,10006,80,2023-02-13,2023-02-13,2023-02-11,2023-02-11,2023-02-10,2023-02-10
"14679",4500014679,2022-09-05,1002,5,1,10005,84,2022-09-28,2022-09-27,2022-09-26,2022-09-26,2022-09-25,2022-09-25
"14680",4500014680,2021-12-19,1003,6,1,10006,67,2022-01-11,2022-01-06,2022-01-09,2022-01-09,2022-01-08,2022-01-08
"14681",4500014681,2022-09-19,1002,8,1,10008,69,2022-10-13,2022-10-13,2022-10-11,2022-10-11,2022-10-09,2022-10-09
"14682",4500014682,2024-06-06,1001,4,1,10004,81,2024-06-29,2024-07-04,2024-06-27,2024-07-02,2024-06-26,2024-07-01
"14683",4500014683,2024-10-23,1001,4,1,10004,85,2024-11-15,2024-11-14,2024-11-13,2024-11-13,2024-11-12,2024-11-12
"14684",4500014684,2024-08-12,1002,5,1,10005,72,2024-09-04,2024-09-02,2024-09-02,2024-09-02,2024-09-01,2024-09-01
"14685",4500014685,2023-03-24,1002,8,1,10008,88,2023-04-17,2023-04-12,2023-04-15,2023-04-15,2023-04-13,2023-04-13
"14686",4500014686,2023-09-03,1001,4,1,10004,87,2023-09-26,2023-09-26,2023-09-24,2023-09-24,2023-09-23,2023-09-23
"14687",4500014687,2024-11-29,1002,8,1,10008,78,2024-12-23,2024-12-18,2024-12-21,2024-12-21,2024-12-19,2024-12-19
"14688",4500014688,2023-10-19,1002,5,1,10005,73,2023-11-11,2023-11-09,2023-11-09,2023-11-09,2023-11-08,2023-11-08
"14689",4500014689,2024-02-14,1001,4,1,10004,90,2024-03-08,2024-03-05,2024-03-06,2024-03-06,2024-03-05,2024-03-05
"14690",4500014690,2023-02-12,1001,4,1,10004,80,2023-03-07,2023-03-10,2023-03-05,2023-03-08,2023-03-04,2023-03-07
"14691",4500014691,2022-01-21,1002,5,1,10005,76,2022-02-13,2022-02-11,2022-02-11,2022-02-11,2022-02-10,2022-02-10
"14692",4500014692,2023-09-19,1003,6,1,10006,76,2023-10-12,2023-10-10,2023-10-10,2023-10-10,2023-10-09,2023-10-09
"14693",4500014693,2022-04-02,1001,4,1,10004,72,2022-04-25,2022-04-22,2022-04-23,2022-04-23,2022-04-22,2022-04-22
"14694",4500014694,2024-04-16,1003,6,2,20006,75,2024-05-09,2024-05-23,2024-05-07,2024-05-21,2024-05-06,2024-05-20
"14695",4500014695,2024-08-03,1001,4,1,10004,78,2024-08-26,2024-08-26,2024-08-24,2024-08-24,2024-08-23,2024-08-23
"14696",4500014696,2023-03-28,1003,6,2,20006,79,2023-04-20,2023-04-19,2023-04-18,2023-04-18,2023-04-17,2023-04-17
"14697",4500014697,2022-05-12,1001,4,1,10004,76,2022-06-04,2022-06-03,2022-06-02,2022-06-02,2022-06-01,2022-06-01
"14698",4500014698,2024-11-15,1001,4,1,10004,78,2024-12-08,2024-12-04,2024-12-06,2024-12-06,2024-12-05,2024-12-05
"14699",4500014699,2023-06-17,1001,4,1,10004,78,2023-07-10,2023-07-07,2023-07-08,2023-07-08,2023-07-07,2023-07-07
"14700",4500014700,2022-11-09,1002,5,1,10005,84,2022-12-02,2022-12-02,2022-11-30,2022-11-30,2022-11-29,2022-11-29
"14701",4500014701,2023-06-26,1001,7,1,10007,77,2023-07-19,2023-07-17,2023-07-17,2023-07-17,2023-07-16,2023-07-16
"14702",4500014702,2024-08-10,1001,4,2,20004,71,2024-09-02,2024-08-30,2024-08-31,2024-08-31,2024-08-30,2024-08-30
"14703",4500014703,2022-01-15,1001,4,1,10004,76,2022-02-07,2022-02-03,2022-02-05,2022-02-05,2022-02-04,2022-02-04
"14704",4500014704,2022-12-19,1001,4,1,10004,82,2023-01-11,2023-01-09,2023-01-09,2023-01-09,2023-01-08,2023-01-08
"14705",4500014705,2022-12-17,1002,8,1,10008,76,2023-01-10,2023-01-17,2023-01-08,2023-01-15,2023-01-06,2023-01-13
"14706",4500014706,2023-07-02,1003,6,1,10006,85,2023-07-25,2023-07-24,2023-07-23,2023-07-23,2023-07-22,2023-07-22
"14707",4500014707,2023-07-28,1003,6,2,20006,82,2023-08-20,2023-08-20,2023-08-18,2023-08-18,2023-08-17,2023-08-17
"14708",4500014708,2023-09-21,1002,5,1,10005,89,2023-10-14,2023-10-13,2023-10-12,2023-10-12,2023-10-11,2023-10-11
"14709",4500014709,2023-04-12,1001,4,1,10004,87,2023-05-05,2023-05-04,2023-05-03,2023-05-03,2023-05-02,2023-05-02
"14710",4500014710,2023-12-14,1002,8,1,10008,73,2024-01-07,2024-01-12,2024-01-05,2024-01-10,2024-01-03,2024-01-08
"14711",4500014711,2023-10-10,1001,4,1,10004,77,2023-11-02,2023-11-15,2023-10-31,2023-10-31,2023-10-30,2023-10-30
"14712",4500014712,2024-09-20,1003,6,1,10006,71,2024-10-13,2024-10-09,2024-10-11,2024-10-11,2024-10-10,2024-10-10
"14713",4500014713,2024-09-15,1003,6,2,20006,76,2024-10-08,2024-10-04,2024-10-06,2024-10-06,2024-10-05,2024-10-05
"14714",4500014714,2024-01-27,1002,8,1,10008,78,2024-02-20,2024-02-16,2024-02-18,2024-02-18,2024-02-16,2024-02-16
"14715",4500014715,2022-11-14,1003,6,1,10006,78,2022-12-07,2022-12-06,2022-12-05,2022-12-05,2022-12-04,2022-12-04
"14716",4500014716,2024-06-21,1002,5,2,20005,70,2024-07-14,2024-07-22,2024-07-12,2024-07-12,2024-07-11,2024-07-11
"14717",4500014717,2023-08-17,1002,5,1,10005,73,2023-09-09,2023-09-08,2023-09-07,2023-09-07,2023-09-06,2023-09-06
"14718",4500014718,2024-04-11,1002,5,1,10005,82,2024-05-04,2024-05-03,2024-05-02,2024-05-02,2024-05-01,2024-05-01
"14719",4500014719,2024-06-10,1001,7,1,10007,71,2024-07-03,2024-07-02,2024-07-01,2024-07-01,2024-06-30,2024-06-30
"14720",4500014720,2022-01-28,1002,5,1,10005,81,2022-02-20,2022-02-20,2022-02-18,2022-02-18,2022-02-17,2022-02-17
"14721",4500014721,2022-10-07,1001,4,1,10004,83,2022-10-30,2022-10-27,2022-10-28,2022-10-28,2022-10-27,2022-10-27
"14722",4500014722,2024-10-29,1002,8,1,10008,80,2024-11-22,2024-11-22,2024-11-20,2024-11-20,2024-11-18,2024-11-18
"14723",4500014723,2024-11-02,1001,4,1,10004,74,2024-11-25,2024-11-21,2024-11-23,2024-11-23,2024-11-22,2024-11-22
"14724",4500014724,2024-09-28,1002,8,1,10008,75,2024-10-22,2024-10-22,2024-10-20,2024-10-20,2024-10-18,2024-10-18
"14725",4500014725,2024-04-29,1001,4,1,10004,76,2024-05-22,2024-05-20,2024-05-20,2024-05-20,2024-05-19,2024-05-19
"14726",4500014726,2024-04-14,1002,5,1,10005,78,2024-05-07,2024-05-13,2024-05-05,2024-05-11,2024-05-04,2024-05-10
"14727",4500014727,2023-11-12,1002,5,2,20005,67,2023-12-05,2023-12-01,2023-12-03,2023-12-03,2023-12-02,2023-12-02
"14728",4500014728,2023-05-14,1002,5,2,20005,72,2023-06-06,2023-06-01,2023-06-04,2023-06-04,2023-06-03,2023-06-03
"14729",4500014729,2022-05-11,1003,6,1,10006,72,2022-06-03,2022-06-01,2022-06-01,2022-06-01,2022-05-31,2022-05-31
"14730",4500014730,2023-11-04,1003,6,1,10006,68,2023-11-27,2023-11-27,2023-11-25,2023-11-25,2023-11-24,2023-11-24
"14731",4500014731,2022-08-12,1001,4,1,10004,73,2022-09-04,2022-09-02,2022-09-02,2022-09-02,2022-09-01,2022-09-01
"14732",4500014732,2022-11-19,1002,5,1,10005,83,2022-12-12,2022-12-09,2022-12-10,2022-12-10,2022-12-09,2022-12-09
"14733",4500014733,2024-03-31,1001,4,2,20004,74,2024-04-23,2024-04-18,2024-04-21,2024-04-21,2024-04-20,2024-04-20
"14734",4500014734,2022-11-30,1001,4,1,10004,72,2022-12-23,2022-12-29,2022-12-21,2022-12-27,2022-12-20,2022-12-26
"14735",4500014735,2024-05-24,1001,4,1,10004,78,2024-06-16,2024-06-24,2024-06-14,2024-06-22,2024-06-13,2024-06-21
"14736",4500014736,2024-08-23,1001,4,1,10004,94,2024-09-15,2024-09-12,2024-09-13,2024-09-13,2024-09-12,2024-09-12
"14737",4500014737,2022-08-03,1002,5,2,20005,80,2022-08-26,2022-08-23,2022-08-24,2022-08-24,2022-08-23,2022-08-23
"14738",4500014738,2023-10-18,1002,5,1,10005,80,2023-11-10,2023-11-21,2023-11-08,2023-11-19,2023-11-07,2023-11-18
"14739",4500014739,2022-01-15,1002,8,1,10008,70,2022-02-08,2022-02-07,2022-02-06,2022-02-06,2022-02-04,2022-02-04
"14740",4500014740,2024-09-21,1002,8,2,20008,75,2024-10-15,2024-10-10,2024-10-13,2024-10-13,2024-10-11,2024-10-11
"14741",4500014741,2024-03-01,1003,6,1,10006,82,2024-03-24,2024-03-21,2024-03-22,2024-03-22,2024-03-21,2024-03-21
"14742",4500014742,2023-07-04,1002,5,1,10005,71,2023-07-27,2023-07-27,2023-07-25,2023-07-25,2023-07-24,2023-07-24
"14743",4500014743,2024-10-12,1002,8,2,20008,74,2024-11-05,2024-11-05,2024-11-03,2024-11-03,2024-11-01,2024-11-01
"14744",4500014744,2022-08-14,1001,4,1,10004,75,2022-09-06,2022-09-01,2022-09-04,2022-09-04,2022-09-03,2022-09-03
"14745",4500014745,2024-07-15,1002,8,1,10008,80,2024-08-08,2024-08-06,2024-08-06,2024-08-06,2024-08-04,2024-08-04
"14746",4500014746,2023-05-27,1002,8,1,10008,73,2023-06-20,2023-06-20,2023-06-18,2023-06-18,2023-06-16,2023-06-16
"14747",4500014747,2022-05-14,1001,4,2,20004,77,2022-06-06,2022-06-02,2022-06-04,2022-06-04,2022-06-03,2022-06-03
"14748",4500014748,2022-04-12,1001,4,1,10004,77,2022-05-05,2022-05-06,2022-05-03,2022-05-04,2022-05-02,2022-05-03
"14749",4500014749,2023-03-27,1003,6,1,10006,73,2023-04-19,2023-04-18,2023-04-17,2023-04-17,2023-04-16,2023-04-16
"14750",4500014750,2024-04-16,1002,8,1,10008,74,2024-05-10,2024-05-07,2024-05-08,2024-05-08,2024-05-06,2024-05-06
"14751",4500014751,2022-02-10,1001,4,1,10004,82,2022-03-05,2022-03-08,2022-03-03,2022-03-03,2022-03-02,2022-03-02
"14752",4500014752,2024-01-23,1002,8,1,10008,87,2024-02-16,2024-02-14,2024-02-14,2024-02-14,2024-02-12,2024-02-12
"14753",4500014753,2024-04-14,1002,8,2,20008,78,2024-05-08,2024-05-03,2024-05-06,2024-05-06,2024-05-04,2024-05-04
"14754",4500014754,2023-06-15,1002,5,1,10005,77,2023-07-08,2023-07-19,2023-07-06,2023-07-17,2023-07-05,2023-07-16
"14755",4500014755,2023-01-24,1001,4,1,10004,77,2023-02-16,2023-02-24,2023-02-14,2023-02-22,2023-02-13,2023-02-21
"14756",4500014756,2024-08-13,1002,8,2,20008,81,2024-09-06,2024-09-05,2024-09-04,2024-09-04,2024-09-02,2024-09-02
"14757",4500014757,2023-11-06,1001,4,1,10004,79,2023-11-29,2023-11-27,2023-11-27,2023-11-27,2023-11-26,2023-11-26
"14758",4500014758,2024-11-24,1002,5,2,20005,75,2024-12-17,2024-12-27,2024-12-15,2024-12-25,2024-12-14,2024-12-24
"14759",4500014759,2022-10-24,1003,6,1,10006,76,2022-11-16,2022-11-25,2022-11-14,2022-11-14,2022-11-13,2022-11-13
"14760",4500014760,2024-04-11,1001,4,1,10004,75,2024-05-04,2024-05-03,2024-05-02,2024-05-02,2024-05-01,2024-05-01
"14761",4500014761,2024-01-14,1002,8,1,10008,71,2024-02-07,2024-02-05,2024-02-05,2024-02-05,2024-02-03,2024-02-03
"14762",4500014762,2022-04-26,1001,4,1,10004,81,2022-05-19,2022-05-19,2022-05-17,2022-05-17,2022-05-16,2022-05-16
"14763",4500014763,2024-05-17,1001,4,1,10004,65,2024-06-09,2024-06-05,2024-06-07,2024-06-07,2024-06-06,2024-06-06
"14764",4500014764,2024-07-15,1002,8,1,10008,73,2024-08-08,2024-08-09,2024-08-06,2024-08-07,2024-08-04,2024-08-05
"14765",4500014765,2022-07-29,1001,4,1,10004,80,2022-08-21,2022-08-17,2022-08-19,2022-08-19,2022-08-18,2022-08-18
"14766",4500014766,2022-11-15,1001,4,1,10004,71,2022-12-08,2022-12-07,2022-12-06,2022-12-06,2022-12-05,2022-12-05
"14767",4500014767,2023-05-19,1001,4,1,10004,73,2023-06-11,2023-06-07,2023-06-09,2023-06-09,2023-06-08,2023-06-08
"14768",4500014768,2024-06-03,1002,5,1,10005,83,2024-06-26,2024-07-05,2024-06-24,2024-06-24,2024-06-23,2024-06-23
"14769",4500014769,2022-12-30,1002,5,1,10005,80,2023-01-22,2023-01-20,2023-01-20,2023-01-20,2023-01-19,2023-01-19
"14770",4500014770,2022-02-22,1001,4,1,10004,72,2022-03-17,2022-03-15,2022-03-15,2022-03-15,2022-03-14,2022-03-14
"14771",4500014771,2024-09-24,1003,6,2,20006,69,2024-10-17,2024-10-17,2024-10-15,2024-10-15,2024-10-14,2024-10-14
"14772",4500014772,2022-05-20,1001,4,1,10004,84,2022-06-12,2022-06-12,2022-06-10,2022-06-10,2022-06-09,2022-06-09
"14773",4500014773,2023-07-15,1002,5,1,10005,65,2023-08-07,2023-08-02,2023-08-05,2023-08-05,2023-08-04,2023-08-04
"14774",4500014774,2023-10-17,1002,5,2,20005,74,2023-11-09,2023-11-08,2023-11-07,2023-11-07,2023-11-06,2023-11-06
"14775",4500014775,2023-06-21,1001,4,1,10004,79,2023-07-14,2023-07-12,2023-07-12,2023-07-12,2023-07-11,2023-07-11
"14776",4500014776,2024-09-20,1001,4,1,10004,77,2024-10-13,2024-10-17,2024-10-11,2024-10-11,2024-10-10,2024-10-10
"14777",4500014777,2024-04-17,1001,4,1,10004,84,2024-05-10,2024-05-08,2024-05-08,2024-05-08,2024-05-07,2024-05-07
"14778",4500014778,2022-03-13,1002,5,1,10005,84,2022-04-05,2022-04-04,2022-04-03,2022-04-03,2022-04-02,2022-04-02
"14779",4500014779,2023-06-10,1003,6,1,10006,72,2023-07-03,2023-06-30,2023-07-01,2023-07-01,2023-06-30,2023-06-30
"14780",4500014780,2024-09-01,1001,4,1,10004,83,2024-09-24,2024-10-01,2024-09-22,2024-09-29,2024-09-21,2024-09-28
